label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
A,0.9682343006134033,0.19065263867378235,0.1684376746416092,0.086563840508461,0.1034727394580841,1.0,0.0,0.0,0.0,0.0,0.5476121306419373,0.25807490944862366,0.24112170934677124,-0.10104227811098099,-0.96522057056427,0.9613271951675415,0.5476121306419373,0.25807490944862366,0.23204293847084045,0.19727681577205658
A,0.9582102298736572,0.21135519444942474,0.17980778217315674,0.08761870115995407,0.0725531056523323,1.0,0.0,0.0,0.0,0.0,0.5722491145133972,0.2563669681549072,0.14370982348918915,-0.12635394930839539,-0.9815202951431274,0.9568747282028198,0.5722491145133972,0.2563669681549072,0.24504798650741577,0.20904983580112457
A,0.9709791541099548,0.1931820660829544,0.16174818575382233,0.09938632696866989,0.10249144583940506,1.0,0.0,0.0,0.0,0.0,0.5381297469139099,0.26111477613449097,0.21200676262378693,-0.10696377605199814,-0.9713968634605408,0.9474145174026489,0.5381297469139099,0.26111477613449097,0.23894864320755005,0.22300994396209717
A,0.9520155191421509,0.1760963350534439,0.14380677044391632,0.07521751523017883,0.0908176451921463,1.0,0.0,0.0,0.0,0.0,0.568126380443573,0.27715134620666504,0.1600220501422882,-0.08371011912822723,-0.9835576415061951,0.9767622947692871,0.568126380443573,0.27715134620666504,0.24869674444198608,0.2260536104440689
A,0.9553446769714355,0.1887236088514328,0.16011032462120056,0.08557926118373871,0.0779138058423996,1.0,0.0,0.0,0.0,0.0,0.5590558648109436,0.27367305755615234,0.1664249747991562,-0.06867159157991409,-0.9836599826812744,0.9530150294303894,0.5590558648109436,0.27367305755615234,0.24524514377117157,0.21699582040309906
A,0.954436182975769,0.2445814609527588,0.22294490039348602,0.16749292612075806,0.19524529576301575,1.0,0.0,0.0,0.0,0.0,0.662977933883667,0.24517303705215454,0.102127306163311,0.028125762939453125,-0.9943736791610718,0.9639323949813843,0.662977933883667,0.24517303705215454,0.2568188011646271,0.22335268557071686
A,0.9213724732398987,0.2141830325126648,0.17464792728424072,0.13255423307418823,0.17569655179977417,1.0,0.0,0.0,0.0,0.0,0.6892534494400024,0.25978296995162964,0.062496259808540344,0.025006350129842758,-0.9977318048477173,0.9769934415817261,0.6892534494400024,0.25978296995162964,0.26450303196907043,0.2324545830488205
A,0.9466538429260254,0.24149559438228607,0.18206866085529327,0.10772751271724701,0.11230159550905228,1.0,0.0,0.0,0.0,0.0,0.7231901288032532,0.29416710138320923,-0.03530922532081604,0.07635661959648132,-0.996455192565918,0.9850658178329468,0.7231901288032532,0.29416710138320923,0.31129705905914307,0.2571372091770172
A,0.9533054232597351,0.19502291083335876,0.18293334543704987,0.1481448858976364,0.17660941183567047,1.0,0.0,0.0,0.0,0.0,0.6476500034332275,0.24499258399009705,0.132577046751976,-0.005857111886143684,-0.9911554455757141,0.9592794179916382,0.6476500034332275,0.24499258399009705,0.23664866387844086,0.22483618557453156
A,0.9344824552536011,0.16100382804870605,0.15440122783184052,0.12225177884101868,0.17651720345020294,1.0,0.0,0.0,0.0,0.0,0.6172109246253967,0.2524147629737854,0.13556194305419922,-0.09941481053829193,-0.9857684969902039,0.9631751775741577,0.6172109246253967,0.2524147629737854,0.21517620980739594,0.18812522292137146
